ShipmentID,Origin,Destination,Distance,Mode,Weather,Traffic,DepartureTime,Delay
S0789,Delhi,Erode,1832,Truck,Clear,High,09:47,114
S0790,Hyderabad,Erode,1384,Rail,Fog,High,21:36,122
S0791,Ahmedabad,Mumbai,2348,Truck,Clear,Medium,10:53,49
S0792,Ahmedabad,Delhi,471,Truck,Storm,Medium,11:33,141
S0793,Erode,Kolkata,596,Rail,Fog,High,12:06,74
S0794,Bangalore,Chennai,2211,Rail,Rain,High,16:19,122
S0795,Coimbatore,Pune,2398,Flight,Fog,Medium,16:02,133
S0796,Delhi,Mumbai,1850,Truck,Clear,High,04:41,88
S0797,Bangalore,Pune,1627,Flight,Fog,High,14:37,105
S0798,Erode,Pune,2429,Flight,Fog,High,21:34,120
S0799,Kolkata,Delhi,311,Rail,Clear,Medium,20:58,41
S0800,Coimbatore,Bangalore,2141,Rail,Storm,Low,06:30,155
S0801,Hyderabad,Chennai,2467,Truck,Storm,Medium,10:08,190
S0802,Erode,Mumbai,1874,Rail,Clear,Low,18:01,48
S0803,Chennai,Hyderabad,2383,Flight,Clear,Medium,06:17,66
S0804,Chennai,Bangalore,2211,Rail,Storm,High,08:40,203
S0805,Chennai,Coimbatore,840,Truck,Storm,Medium,10:47,98
S0806,Pune,Coimbatore,2434,Rail,Fog,High,03:09,136
S0807,Coimbatore,Mumbai,1051,Rail,Rain,High,13:20,137
S0808,Erode,Delhi,1832,Truck,Rain,High,21:43,138
S0809,Erode,Ahmedabad,352,Truck,Fog,High,16:47,95
S0810,Mumbai,Pune,2274,Truck,Rain,Low,02:52,78
S0811,Mumbai,Coimbatore,1051,Rail,Rain,Low,09:53,64
S0812,Erode,Kolkata,1350,Flight,Rain,High,12:36,112
S0813,Hyderabad,Ahmedabad,530,Flight,Rain,Medium,13:14,63
S0814,Mumbai,Erode,1874,Rail,Storm,Low,18:55,122
S0815,Erode,Pune,2243,Truck,Fog,High,05:46,152
S0816,Kolkata,Pune,1889,Flight,Clear,Medium,14:52,28
S0817,Pune,Chennai,1632,Flight,Fog,High,07:51,129
S0818,Mumbai,Coimbatore,1051,Rail,Fog,High,18:31,97
S0819,Pune,Ahmedabad,1676,Truck,Rain,Low,04:35,63
S0820,Bangalore,Hyderabad,628,Rail,Rain,Low,04:31,36
S0821,Chennai,Pune,1685,Truck,Rain,Low,22:41,70
S0822,Erode,Coimbatore,2211,Flight,Clear,Low,08:30,35
S0823,Ahmedabad,Pune,1676,Truck,Clear,Medium,04:42,71
S0824,Pune,Chennai,876,Rail,Clear,Low,08:11,17
S0825,Bangalore,Erode,891,Rail,Rain,Low,04:14,56
S0826,Kolkata,Mumbai,1912,Flight,Fog,Medium,15:02,85
S0827,Hyderabad,Bangalore,898,Flight,Rain,High,03:00,78
S0828,Coimbatore,Hyderabad,2080,Truck,Fog,High,08:39,110
S0829,Erode,Ahmedabad,853,Rail,Clear,Medium,16:07,23
S0830,Pune,Erode,2429,Flight,Rain,Medium,06:52,91
S0831,Bangalore,Erode,916,Flight,Storm,High,11:49,218
S0832,Hyderabad,Chennai,2383,Flight,Storm,High,02:04,187
S0833,Pune,Bangalore,1106,Rail,Storm,Medium,12:16,151
S0834,Coimbatore,Chennai,840,Truck,Clear,Low,10:10,6
S0835,Chennai,Bangalore,842,Truck,Clear,High,15:15,48
S0836,Mumbai,Pune,1883,Rail,Fog,High,00:06,120
S0837,Hyderabad,Mumbai,2230,Flight,Rain,Medium,13:53,57
S0838,Mumbai,Delhi,1486,Flight,Fog,High,12:55,107
S0839,Hyderabad,Kolkata,2089,Flight,Clear,High,05:14,53
S0840,Chennai,Ahmedabad,1228,Rail,Storm,Low,23:18,189
S0841,Hyderabad,Delhi,1274,Rail,Fog,High,00:21,125
S0842,Pune,Ahmedabad,1673,Rail,Rain,Medium,02:54,54
S0843,Pune,Erode,2243,Truck,Storm,High,01:48,149
S0844,Coimbatore,Hyderabad,2080,Truck,Fog,Medium,19:50,114
S0845,Hyderabad,Delhi,2403,Truck,Clear,Medium,23:17,58
S0846,Bangalore,Ahmedabad,260,Truck,Storm,Medium,11:42,133
S0847,Erode,Ahmedabad,853,Rail,Rain,High,15:42,73
S0848,Hyderabad,Ahmedabad,1106,Truck,Rain,High,11:44,134
S0849,Mumbai,Chennai,2164,Truck,Clear,High,23:13,121
S0850,Bangalore,Ahmedabad,260,Truck,Clear,Low,12:53,11
S0851,Kolkata,Mumbai,984,Truck,Fog,Medium,16:48,54
S0852,Pune,Erode,2243,Truck,Clear,High,03:54,87
S0853,Bangalore,Pune,2173,Truck,Storm,Low,07:56,131
S0854,Coimbatore,Bangalore,2341,Truck,Clear,Low,21:27,55
S0855,Ahmedabad,Delhi,2744,Rail,Rain,Medium,06:24,88
S0856,Ahmedabad,Mumbai,2348,Truck,Fog,High,21:35,149
S0857,Hyderabad,Kolkata,1374,Rail,Clear,High,06:54,78
S0858,Pune,Erode,2429,Flight,Fog,High,19:35,112
S0859,Chennai,Kolkata,837,Flight,Rain,High,12:01,107
S0860,Hyderabad,Delhi,1274,Rail,Clear,High,06:03,89
S0861,Delhi,Ahmedabad,2744,Rail,Clear,Medium,08:42,50
S0862,Mumbai,Kolkata,1803,Rail,Fog,Low,17:05,88
S0863,Coimbatore,Mumbai,1051,Rail,Fog,Low,22:29,79
S0864,Delhi,Ahmedabad,471,Truck,Fog,High,23:27,131
S0865,Pune,Coimbatore,1424,Truck,Rain,Low,22:05,59
S0866,Erode,Mumbai,1874,Rail,Fog,High,00:37,137
S0867,Bangalore,Mumbai,2284,Rail,Clear,High,07:04,120
S0868,Delhi,Chennai,1643,Flight,Rain,Medium,14:22,105
S0869,Kolkata,Chennai,1591,Rail,Storm,High,07:57,154
S0870,Chennai,Delhi,2107,Truck,Fog,Low,03:07,88
S0871,Pune,Bangalore,1106,Rail,Fog,Low,00:29,98
S0872,Mumbai,Delhi,1486,Flight,Rain,High,11:24,120
S0873,Delhi,Pune,917,Rail,Clear,High,13:04,102
S0874,Mumbai,Hyderabad,1448,Rail,Storm,Medium,09:59,151
S0875,Delhi,Kolkata,1166,Flight,Fog,Low,13:39,74
S0876,Kolkata,Hyderabad,2089,Flight,Rain,Low,18:26,91
S0877,Bangalore,Mumbai,2284,Rail,Fog,High,19:01,105
S0878,Mumbai,Coimbatore,1051,Rail,Storm,Low,12:22,175
S0879,Kolkata,Pune,1889,Flight,Storm,Medium,22:19,117
S0880,Hyderabad,Pune,1781,Flight,Fog,High,01:52,129
S0881,Ahmedabad,Erode,352,Truck,Rain,High,05:56,96
S0882,Mumbai,Erode,1685,Truck,Rain,Medium,08:37,68
S0883,Delhi,Coimbatore,2255,Flight,Rain,Medium,11:12,96
S0884,Bangalore,Delhi,153,Truck,Fog,Low,14:00,30
S0885,Delhi,Coimbatore,906,Rail,Storm,Medium,07:36,128
S0886,Hyderabad,Ahmedabad,530,Flight,Clear,Low,09:01,9
S0887,Mumbai,Kolkata,1803,Rail,Storm,High,14:07,279
S0888,Bangalore,Mumbai,1522,Truck,Storm,Low,23:34,131
S0889,Ahmedabad,Erode,853,Rail,Rain,Low,21:02,34
S0890,Coimbatore,Delhi,2014,Truck,Clear,High,07:08,125
S0891,Bangalore,Kolkata,2247,Flight,Storm,Medium,04:26,185
S0892,Coimbatore,Pune,1424,Truck,Fog,High,07:23,143
S0893,Delhi,Erode,809,Rail,Storm,High,21:05,215
S0894,Delhi,Bangalore,153,Truck,Fog,High,15:23,95
S0895,Pune,Delhi,917,Rail,Fog,Low,10:04,75
S0896,Hyderabad,Ahmedabad,1106,Truck,Rain,Low,02:16,66
S0897,Mumbai,Pune,1883,Rail,Storm,Low,08:50,184
S0898,Hyderabad,Coimbatore,2401,Rail,Rain,High,06:21,101
S0899,Hyderabad,Chennai,1230,Rail,Rain,Low,04:29,68
S0900,Ahmedabad,Pune,1673,Rail,Clear,Medium,06:49,72
S0901,Kolkata,Erode,596,Rail,Clear,Low,10:49,4
S0902,Kolkata,Bangalore,169,Truck,Fog,High,19:01,102
S0903,Delhi,Bangalore,991,Rail,Storm,Medium,01:23,181
S0904,Erode,Delhi,1666,Flight,Clear,High,14:38,93
S0905,Mumbai,Pune,1883,Rail,Clear,Medium,17:15,60
S0906,Kolkata,Pune,2211,Truck,Rain,High,04:43,147
S0907,Pune,Bangalore,1106,Rail,Clear,High,13:49,99
S0908,Chennai,Hyderabad,2383,Flight,Storm,Low,01:54,166
S0909,Chennai,Bangalore,842,Truck,Fog,Low,15:03,70
S0910,Hyderabad,Erode,2372,Flight,Storm,Low,13:03,146
S0911,Delhi,Bangalore,991,Rail,Fog,Low,14:36,34
S0912,Mumbai,Delhi,2107,Rail,Rain,Low,00:33,55
S0913,Pune,Hyderabad,1781,Flight,Rain,Medium,13:55,81
S0914,Bangalore,Hyderabad,184,Truck,Storm,Medium,11:07,189
S0915,Hyderabad,Erode,1384,Rail,Fog,High,15:00,111
S0916,Pune,Coimbatore,2398,Flight,Clear,Low,01:31,29
S0917,Chennai,Ahmedabad,442,Truck,Rain,High,17:17,122
S0918,Mumbai,Kolkata,984,Truck,Rain,Low,15:41,54
S0919,Erode,Pune,2243,Truck,Storm,Medium,12:37,114
S0920,Bangalore,Hyderabad,628,Rail,Clear,High,18:04,50
S0921,Pune,Delhi,955,Flight,Rain,High,19:01,114
S0922,Pune,Bangalore,1627,Flight,Rain,Low,22:35,90
S0923,Ahmedabad,Pune,1676,Truck,Storm,High,19:03,143
S0924,Kolkata,Coimbatore,906,Rail,Fog,High,06:40,122
S0925,Coimbatore,Delhi,906,Rail,Fog,Low,14:30,25
S0926,Bangalore,Pune,1106,Rail,Storm,Medium,20:15,183
S0927,Bangalore,Ahmedabad,260,Truck,Storm,Medium,05:32,131
S0928,Hyderabad,Mumbai,169,Truck,Clear,Medium,02:23,15
S0929,Chennai,Erode,1920,Truck,Clear,Low,14:30,53
S0930,Bangalore,Coimbatore,2335,Flight,Clear,Low,18:47,38
S0931,Delhi,Chennai,2107,Truck,Storm,Low,16:36,88
S0932,Ahmedabad,Bangalore,260,Truck,Fog,High,05:04,99
S0933,Mumbai,Coimbatore,2230,Truck,Fog,Medium,01:39,104
S0934,Bangalore,Delhi,991,Rail,Clear,Medium,05:48,24
S0935,Chennai,Coimbatore,1034,Flight,Clear,High,19:32,75
S0936,Coimbatore,Bangalore,2335,Flight,Storm,Medium,17:55,211
S0937,Mumbai,Pune,1883,Rail,Rain,Medium,05:52,88
S0938,Delhi,Bangalore,929,Flight,Rain,Low,09:41,32
S0939,Kolkata,Ahmedabad,2085,Truck,Storm,Medium,13:56,137
S0940,Bangalore,Pune,1627,Flight,Rain,High,04:14,137
S0941,Kolkata,Bangalore,1033,Rail,Fog,Medium,01:05,95
S0942,Ahmedabad,Mumbai,1392,Flight,Fog,Medium,06:14,112
S0943,Hyderabad,Pune,1781,Flight,Clear,Low,05:00,47
S0944,Chennai,Erode,1973,Flight,Fog,High,21:59,124
S0945,Hyderabad,Coimbatore,2401,Rail,Rain,Medium,06:53,102
S0946,Coimbatore,Mumbai,354,Flight,Clear,Low,19:19,13
S0947,Bangalore,Coimbatore,2341,Truck,Storm,Medium,09:21,154
S0948,Mumbai,Bangalore,1832,Flight,Clear,Low,19:32,59
S0949,Coimbatore,Mumbai,1051,Rail,Fog,Medium,02:07,110
S0950,Mumbai,Kolkata,1912,Flight,Fog,High,00:44,163
S0951,Erode,Delhi,1832,Truck,Storm,High,09:24,155
S0952,Mumbai,Pune,1883,Rail,Rain,High,22:30,97
S0953,Coimbatore,Pune,1424,Truck,Rain,Low,10:05,71
S0954,Hyderabad,Coimbatore,2080,Truck,Clear,Low,00:07,34
S0955,Pune,Ahmedabad,1676,Truck,Clear,High,01:56,129
S0956,Coimbatore,Pune,2398,Flight,Fog,Medium,10:04,92
S0957,Ahmedabad,Delhi,471,Truck,Storm,Medium,19:53,139
S0958,Erode,Mumbai,1685,Truck,Fog,Medium,00:45,59
S0959,Pune,Erode,2243,Truck,Storm,Medium,10:52,127
S0960,Coimbatore,Hyderabad,2437,Flight,Rain,Medium,08:59,104
S0961,Chennai,Mumbai,1886,Flight,Storm,Medium,03:01,152
S0962,Delhi,Mumbai,2107,Rail,Storm,Low,02:20,103
S0963,Mumbai,Ahmedabad,1392,Flight,Fog,Low,02:36,64
S0964,Bangalore,Kolkata,169,Truck,Clear,High,07:34,75
S0965,Delhi,Coimbatore,906,Rail,Clear,Low,10:34,8
S0966,Bangalore,Hyderabad,898,Flight,Clear,High,14:44,91
S0967,Chennai,Pune,1685,Truck,Clear,High,06:49,107
S0968,Hyderabad,Kolkata,559,Truck,Clear,Low,22:39,2
S0969,Mumbai,Chennai,2065,Rail,Fog,Medium,23:29,97
S0970,Delhi,Ahmedabad,2744,Rail,Clear,High,08:24,77
S0971,Chennai,Ahmedabad,1228,Rail,Clear,High,20:27,94
S0972,Kolkata,Coimbatore,2342,Flight,Fog,Low,15:19,81
S0973,Mumbai,Pune,2274,Truck,Storm,High,09:03,158
S0974,Mumbai,Kolkata,1912,Flight,Rain,Medium,00:58,85
S0975,Delhi,Pune,1611,Truck,Storm,High,22:12,222
S0976,Mumbai,Coimbatore,354,Flight,Storm,Low,05:18,110
S0977,Erode,Kolkata,1350,Flight,Rain,Low,03:37,77
S0978,Bangalore,Ahmedabad,1853,Flight,Fog,High,17:00,185
S0979,Bangalore,Delhi,991,Rail,Clear,High,03:00,58
S0980,Pune,Ahmedabad,1676,Truck,Clear,Low,04:49,24
S0981,Erode,Ahmedabad,352,Truck,Storm,Medium,08:44,121
S0982,Chennai,Kolkata,1927,Truck,Clear,High,07:18,108
S0983,Mumbai,Delhi,2107,Rail,Storm,High,14:28,211
S0984,Chennai,Mumbai,1886,Flight,Rain,Medium,06:38,79
S0985,Hyderabad,Pune,535,Truck,Fog,Low,13:20,34
S0986,Coimbatore,Ahmedabad,1910,Flight,Rain,Low,14:05,31
S0987,Bangalore,Erode,916,Flight,Rain,Low,23:15,38
S0988,Bangalore,Pune,2173,Truck,Rain,Low,13:10,68
S0989,Bangalore,Ahmedabad,336,Rail,Rain,High,15:30,118
S0990,Pune,Kolkata,880,Rail,Clear,Medium,07:29,23
S0991,Erode,Hyderabad,982,Truck,Fog,Low,18:01,43
S0992,Erode,Bangalore,2426,Truck,Clear,Low,08:59,19
S0993,Erode,Coimbatore,1684,Rail,Rain,Low,02:26,57
S0994,Coimbatore,Mumbai,2230,Truck,Storm,Low,00:29,112
S0995,Ahmedabad,Delhi,924,Flight,Clear,High,06:20,89
S0996,Pune,Mumbai,1883,Rail,Rain,Medium,07:19,76
S0997,Delhi,Kolkata,1166,Flight,Rain,High,07:33,178
S0998,Mumbai,Coimbatore,2230,Truck,Fog,Medium,17:48,94
S0999,Mumbai,Erode,1685,Truck,Clear,Medium,04:21,64
S1000,Chennai,Kolkata,1927,Truck,Storm,Medium,19:18,138
S1001,Pune,Ahmedabad,1676,Truck,Storm,Low,05:35,144
S1002,Coimbatore,Pune,1424,Truck,Clear,Low,00:14,34
S1003,Kolkata,Delhi,311,Rail,Rain,Medium,22:44,56
S1004,Delhi,Pune,917,Rail,Clear,Low,01:07,3
S1005,Hyderabad,Kolkata,2089,Flight,Fog,Medium,01:46,97
S1006,Kolkata,Coimbatore,906,Rail,Rain,Medium,10:17,57
S1007,Bangalore,Kolkata,2247,Flight,Clear,High,11:00,90
S1008,Chennai,Mumbai,1886,Flight,Storm,Medium,01:41,122
S1009,Delhi,Mumbai,2107,Rail,Fog,Low,05:53,63
S1010,Chennai,Coimbatore,840,Truck,Storm,Low,09:41,94
S1011,Erode,Kolkata,1350,Flight,Rain,Low,21:43,64
S1012,Kolkata,Coimbatore,2342,Flight,Clear,Low,09:37,23
S1013,Mumbai,Bangalore,1522,Truck,Fog,Medium,03:58,89
S1014,Kolkata,Ahmedabad,492,Rail,Rain,High,06:12,125
S1015,Coimbatore,Pune,1424,Truck,Fog,Medium,03:50,68
S1016,Erode,Coimbatore,1684,Rail,Rain,High,23:53,146
S1017,Mumbai,Hyderabad,169,Truck,Clear,High,18:04,47
S1018,Erode,Ahmedabad,372,Flight,Rain,Medium,19:48,51
S1019,Chennai,Erode,170,Rail,Rain,Low,17:04,38
S1020,Coimbatore,Erode,277,Truck,Storm,High,03:50,172
S1021,Ahmedabad,Delhi,471,Truck,Storm,Low,16:40,85
S1022,Mumbai,Coimbatore,354,Flight,Rain,Low,07:14,43
S1023,Ahmedabad,Pune,1670,Flight,Clear,High,10:37,66
S1024,Delhi,Mumbai,1486,Flight,Clear,Medium,20:37,48
S1025,Delhi,Kolkata,146,Truck,Fog,Low,07:49,50
S1026,Kolkata,Erode,1350,Flight,Storm,Low,23:54,106
S1027,Ahmedabad,Coimbatore,1701,Truck,Clear,Medium,06:01,60
S1028,Erode,Ahmedabad,853,Rail,Fog,Medium,20:22,69
S1029,Hyderabad,Erode,2372,Flight,Clear,High,08:22,107
S1030,Hyderabad,Kolkata,559,Truck,Fog,Low,21:47,74
S1031,Pune,Mumbai,2361,Flight,Clear,Low,13:20,33
S1032,Pune,Hyderabad,1781,Flight,Rain,Low,14:51,83
S1033,Hyderabad,Mumbai,169,Truck,Fog,Medium,13:09,59
S1034,Pune,Delhi,917,Rail,Storm,Medium,20:04,125
S1035,Kolkata,Ahmedabad,492,Rail,Storm,Medium,07:56,161
S1036,Erode,Hyderabad,2372,Flight,Fog,Low,08:42,68
S1037,Chennai,Coimbatore,1349,Rail,Storm,High,08:19,243
S1038,Ahmedabad,Hyderabad,1106,Truck,Fog,Medium,04:32,79
S1039,Erode,Chennai,170,Rail,Rain,High,23:47,77
S1040,Erode,Delhi,1666,Flight,Clear,High,20:15,73
S1041,Chennai,Hyderabad,2383,Flight,Rain,Low,15:50,71
S1042,Delhi,Mumbai,1850,Truck,Clear,High,04:30,92
S1043,Pune,Hyderabad,809,Rail,Rain,Medium,12:19,63
S1044,Hyderabad,Mumbai,2230,Flight,Rain,Medium,16:22,69
S1045,Kolkata,Bangalore,2247,Flight,Clear,Medium,12:04,72
S1046,Ahmedabad,Pune,1673,Rail,Storm,Low,04:18,115
S1047,Coimbatore,Bangalore,2335,Flight,Clear,High,11:00,86
S1048,Kolkata,Chennai,837,Flight,Rain,Low,02:38,40
S1049,Mumbai,Bangalore,2284,Rail,Fog,Medium,13:41,94
S1050,Coimbatore,Mumbai,354,Flight,Fog,High,07:36,146
S1051,Kolkata,Erode,596,Rail,Fog,High,08:17,122
S1052,Coimbatore,Kolkata,301,Truck,Clear,High,12:25,90
S1053,Ahmedabad,Coimbatore,1701,Truck,Fog,High,07:37,165
S1054,Ahmedabad,Erode,352,Truck,Rain,High,08:59,99
S1055,Kolkata,Pune,1889,Flight,Fog,Medium,12:08,117
S1056,Erode,Mumbai,1685,Truck,Fog,High,11:03,154
S1057,Bangalore,Pune,1106,Rail,Clear,Low,22:26,17
S1058,Bangalore,Hyderabad,628,Rail,Rain,High,07:46,142
S1059,Bangalore,Pune,1627,Flight,Clear,Low,17:16,42
S1060,Coimbatore,Delhi,2255,Flight,Rain,Low,20:56,63
S1061,Ahmedabad,Coimbatore,170,Rail,Storm,High,06:05,215
S1062,Kolkata,Hyderabad,559,Truck,Clear,Low,01:38,1
S1063,Erode,Bangalore,916,Flight,Rain,Low,02:39,30
S1064,Coimbatore,Chennai,1349,Rail,Clear,High,00:13,95
S1065,Mumbai,Kolkata,1803,Rail,Rain,Low,09:21,85
S1066,Pune,Hyderabad,535,Truck,Storm,High,10:06,113
S1067,Erode,Pune,2429,Flight,Clear,Low,12:04,38
S1068,Bangalore,Hyderabad,898,Flight,Rain,Low,02:41,31
S1069,Kolkata,Hyderabad,1374,Rail,Fog,Low,15:52,65
S1070,Ahmedabad,Pune,1673,Rail,Fog,Medium,10:36,67
S1071,Coimbatore,Delhi,2014,Truck,Rain,Medium,17:12,54
S1072,Chennai,Delhi,2107,Truck,Storm,Medium,21:27,119
S1073,Ahmedabad,Bangalore,260,Truck,Clear,High,14:45,81
S1074,Coimbatore,Mumbai,354,Flight,Fog,Medium,21:36,75
S1075,Hyderabad,Coimbatore,2401,Rail,Rain,High,14:44,149
S1076,Coimbatore,Delhi,906,Rail,Storm,Low,16:04,99
S1077,Delhi,Hyderabad,2403,Truck,Fog,Low,15:45,100
S1078,Chennai,Pune,1685,Truck,Fog,Medium,02:39,119
S1079,Delhi,Pune,955,Flight,Clear,Medium,05:23,28
S1080,Kolkata,Coimbatore,2342,Flight,Clear,Medium,05:43,68
S1081,Pune,Ahmedabad,1673,Rail,Rain,Medium,11:45,90
S1082,Kolkata,Erode,159,Truck,Storm,Medium,07:53,115
S1083,Chennai,Coimbatore,1349,Rail,Storm,High,15:15,259
S1084,Kolkata,Chennai,837,Flight,Rain,High,08:22,83
S1085,Ahmedabad,Delhi,471,Truck,Fog,High,19:23,118
S1086,Ahmedabad,Mumbai,1392,Flight,Rain,High,10:09,106
S1087,Delhi,Kolkata,1166,Flight,Storm,Low,17:24,93
S1088,Kolkata,Erode,1350,Flight,Clear,Low,22:48,43
S1089,Delhi,Kolkata,146,Truck,Rain,Medium,17:19,37
S1090,Delhi,Ahmedabad,471,Truck,Clear,Low,05:09,5
S1091,Ahmedabad,Hyderabad,1541,Rail,Rain,High,19:27,161
S1092,Hyderabad,Mumbai,169,Truck,Storm,Low,11:45,83
S1093,Ahmedabad,Erode,352,Truck,Fog,High,15:38,135
S1094,Coimbatore,Ahmedabad,1910,Flight,Clear,High,13:26,95
S1095,Mumbai,Erode,1874,Rail,Storm,Medium,00:17,126
S1096,Pune,Delhi,955,Flight,Clear,High,12:45,95
S1097,Coimbatore,Delhi,2014,Truck,Clear,High,12:40,117
S1098,Coimbatore,Hyderabad,2437,Flight,Clear,Low,16:09,36
S1099,Chennai,Bangalore,2211,Rail,Fog,Medium,16:32,76
S1100,Erode,Delhi,1666,Flight,Fog,Low,14:09,82
S1101,Kolkata,Mumbai,1803,Rail,Storm,High,03:12,205
S1102,Hyderabad,Chennai,2467,Truck,Clear,High,14:52,70
S1103,Pune,Hyderabad,535,Truck,Fog,Medium,03:07,66
S1104,Hyderabad,Ahmedabad,530,Flight,Storm,Low,03:30,122
S1105,Coimbatore,Delhi,2014,Truck,Fog,High,07:23,174
S1106,Delhi,Mumbai,1486,Flight,Fog,Medium,14:27,91
S1107,Bangalore,Erode,916,Flight,Rain,Low,10:28,31
S1108,Erode,Coimbatore,277,Truck,Rain,Medium,12:58,49
S1109,Mumbai,Pune,1883,Rail,Clear,High,08:21,71
S1110,Hyderabad,Pune,1781,Flight,Fog,Low,21:30,69
S1111,Pune,Bangalore,2173,Truck,Clear,High,21:49,114
S1112,Kolkata,Chennai,1591,Rail,Rain,High,09:28,146
S1113,Hyderabad,Delhi,331,Flight,Rain,Low,08:23,49
S1114,Mumbai,Pune,2274,Truck,Storm,High,06:05,196
S1115,Pune,Hyderabad,809,Rail,Rain,High,08:39,95
S1116,Hyderabad,Delhi,331,Flight,Rain,Low,20:29,26
S1117,Ahmedabad,Delhi,2744,Rail,Storm,High,18:54,197
S1118,Ahmedabad,Kolkata,492,Rail,Clear,High,01:03,73
S1119,Ahmedabad,Bangalore,336,Rail,Storm,Low,14:38,135
S1120,Delhi,Bangalore,929,Flight,Clear,Low,11:38,3
S1121,Delhi,Erode,809,Rail,Rain,Low,20:35,24
S1122,Coimbatore,Ahmedabad,170,Rail,Fog,Low,10:17,27
S1123,Pune,Erode,2429,Flight,Storm,Low,23:01,103
S1124,Delhi,Erode,1666,Flight,Storm,Low,02:32,153
S1125,Bangalore,Erode,891,Rail,Fog,Low,09:54,61
S1126,Chennai,Pune,876,Rail,Storm,Low,04:18,134
S1127,Pune,Kolkata,1889,Flight,Fog,Medium,21:54,106
S1128,Delhi,Hyderabad,1274,Rail,Storm,High,03:13,214
S1129,Mumbai,Coimbatore,1051,Rail,Clear,Low,10:17,34
S1130,Mumbai,Coimbatore,2230,Truck,Clear,Low,10:08,31
S1131,Chennai,Coimbatore,1034,Flight,Rain,Low,10:50,58
S1132,Coimbatore,Hyderabad,2080,Truck,Clear,Low,08:22,31
S1133,Chennai,Bangalore,1730,Flight,Clear,Medium,21:30,71
S1134,Mumbai,Kolkata,1803,Rail,Rain,Low,11:11,71
S1135,Mumbai,Bangalore,1832,Flight,Storm,Medium,03:18,172
S1136,Bangalore,Mumbai,1832,Flight,Storm,Low,16:58,118
S1137,Coimbatore,Pune,2434,Rail,Rain,Low,10:30,67
S1138,Mumbai,Coimbatore,2230,Truck,Fog,Low,06:51,119
S1139,Delhi,Hyderabad,1274,Rail,Fog,Medium,22:00,101
S1140,Chennai,Bangalore,842,Truck,Storm,High,11:24,171
S1141,Ahmedabad,Bangalore,336,Rail,Storm,High,21:22,147
S1142,Delhi,Chennai,518,Rail,Clear,High,02:38,84
S1143,Coimbatore,Ahmedabad,170,Rail,Rain,Medium,13:03,68
S1144,Ahmedabad,Mumbai,2348,Truck,Storm,Low,10:11,123
S1145,Chennai,Hyderabad,1230,Rail,Storm,Low,14:36,129
S1146,Chennai,Pune,876,Rail,Storm,Medium,12:24,85
S1147,Coimbatore,Pune,2434,Rail,Clear,High,17:14,92
S1148,Mumbai,Coimbatore,1051,Rail,Storm,High,14:17,148
S1149,Pune,Delhi,955,Flight,Clear,Low,01:11,15
S1150,Coimbatore,Chennai,1034,Flight,Clear,High,22:41,101
S1151,Ahmedabad,Kolkata,492,Rail,Storm,Low,10:13,111
S1152,Mumbai,Bangalore,2284,Rail,Rain,Medium,06:45,103
S1153,Delhi,Pune,955,Flight,Rain,High,16:58,88
S1154,Chennai,Delhi,518,Rail,Rain,Medium,22:45,64
S1155,Delhi,Ahmedabad,924,Flight,Storm,Low,07:16,131
S1156,Delhi,Chennai,518,Rail,Storm,Medium,14:43,115
S1157,Coimbatore,Kolkata,301,Truck,Fog,Low,02:05,48
S1158,Erode,Chennai,1973,Flight,Storm,High,13:22,207
S1159,Kolkata,Erode,596,Rail,Rain,Low,11:36,34
S1160,Chennai,Hyderabad,1230,Rail,Rain,High,06:16,121
S1161,Bangalore,Pune,1627,Flight,Fog,Medium,18:05,77
S1162,Pune,Hyderabad,535,Truck,Clear,High,05:40,83
S1163,Bangalore,Erode,891,Rail,Rain,Low,07:39,43
S1164,Erode,Bangalore,916,Flight,Storm,High,12:31,190
S1165,Kolkata,Bangalore,2247,Flight,Storm,Medium,08:33,214
S1166,Bangalore,Hyderabad,898,Flight,Rain,Low,23:07,55
S1167,Ahmedabad,Coimbatore,1701,Truck,Rain,Low,01:57,33
S1168,Coimbatore,Hyderabad,2437,Flight,Storm,Medium,09:48,219
S1169,Kolkata,Bangalore,1033,Rail,Storm,Medium,15:11,120
S1170,Chennai,Erode,170,Rail,Clear,Medium,20:30,31
S1171,Mumbai,Bangalore,1522,Truck,Clear,Low,13:14,29
S1172,Hyderabad,Pune,535,Truck,Rain,High,15:02,100
S1173,Mumbai,Chennai,2065,Rail,Clear,Low,10:20,27
S1174,Kolkata,Bangalore,2247,Flight,Storm,High,07:31,197
S1175,Mumbai,Chennai,2164,Truck,Fog,Low,07:03,50
S1176,Pune,Bangalore,1627,Flight,Storm,Low,21:36,152
S1177,Hyderabad,Ahmedabad,530,Flight,Rain,Low,02:25,43
S1178,Delhi,Pune,955,Flight,Storm,Medium,23:34,157
S1179,Delhi,Chennai,518,Rail,Rain,High,19:32,123
S1180,Coimbatore,Kolkata,906,Rail,Clear,High,23:51,66
S1181,Coimbatore,Mumbai,2230,Truck,Rain,Low,01:43,71
S1182,Bangalore,Hyderabad,628,Rail,Clear,Low,11:17,10
S1183,Mumbai,Bangalore,1832,Flight,Clear,Medium,05:57,71
S1184,Ahmedabad,Pune,1673,Rail,Clear,High,08:24,102
S1185,Chennai,Pune,1685,Truck,Fog,High,08:53,83
